Emotion,clean_text
anger,one day really angry food eaten dog anger mother careless keep food hidden proper place
anger,check weight getting fatter
joy,come flatter anymore took job love challenged get turned around without support people
anger,helped little sister years learning mathematics obviously want understand explained started cry grew angry
fear,left alone dark big building
fear,felt disquieted lack interest girl shown anything might happen sort house told indignantly
sadness,looked little crestfallen
sadness,friend mine told going commit suicide
neutral,ok
fear,brightoned also putting getting eye test know ill need glasses
neutral,january th
joy,hear beaches thailand beautiful
joy,seriously injured road accident first steps took one crutch support felt good enjoy alive
anger,friend got angry drove like lunatic others car angry dangerous driving
sadness,strain living together without legal ties leads considerable anguish
fear,awkward moment someone wear thong
fear,first arrive scene accident found close school friend killed
fear,roommate refused walk english lectures walk alone dark lectures biology building
sadness,felt sad lost three kwacha civo stadium sam mangwana playing rumba records expected wanted disco records
sadness,sorry really interested things
fear,forget tourniquet first losing much blood
joy,robyn almost ill excitement outrage
fear,concerned whether adequately looking especially concerned future writer
fear,edmatts smell market regret
joy,passed driving test second try
fear,could concerned choice jam
sadness,portrayed showing sorrow destruction caused german bombers saves day first giving shot clogger
anger,felt angry one time chatting friends suddenly another friend joined us started opposing comment added chatting
fear,diving deep sea reach floor felt breathless cautious doubted able come surface inhale
joy,day got telegram telling selected university felt happy expected selected
joy,funeral acquaintance felt depressed feeling turned joy heard achieved good grade examination
neutral,easier learn
anger,thing know really best work ethic constantly catching msn facebook talking clients
sadness,dreamt father death secondary school screaming top voice woken friend day really sad
fear,david concerned length time says took ambulance arrive
anger,last night finding someone house eaten entire packet almonds bought family treat
joy,thrilled see
fear,dog ran thin ice last spring
sadness,oh sad
fear,came tell service postponed agitated state difficult persuade leave playing
sadness,remember day father died years old sadness great today remember everything day clothes wearing reactions people despair mother brother marked lot greatest sadness felt
sadness,boyfriend almost relationship close friend mine
anger,certain person started say dreadful things calmly felt hurt disgusted
fear,whenever think enrolling organic chemistry
sadness,father dying
sadness,buy car like business car
sadness,get go fishing river hate fish
joy,obviously thought terribly badly time pleased well rigged put mac
anger,somebody took wristwatch promised mended later telling give back rude certain time
sadness,realized make much sense start relationship girl constructive establish firm relationship
anger,supposed arrest
anger,nice think second trust
fear,entered operation theatre underwent difficult operation
anger,fiancee parent place watching tv two tv chairs sitting drunken brother came rudely chased fiancee chair sitting
sadness,met nice people holdidays left knew would never see
anger,replied briefly feeling resentful
fear,afraid certain examination although relatively well prepared
anger,ex boyfriend tried prejudice fianceand family saying things let family worried postpone wedding already using wedding rings honest feel anger felt hate
joy,felt happy learnt qualified grade eight
fear,falling cliff mountains
anger,neighbours accused brother stealing rose bush angry touched
sadness,want sheila know much appreciate kindness shown earlier mood despondency
sadness,britt heartbroken eight year marriage toyboy husband slim jim mcdonnell end divorce
neutral,plot new movie
joy,oh thanks professor donald really nice
fear,drink water kidneys sick
joy,could happen felt deep despondency replace feeling elation
fear,driven friend suddenly swerved skidded little night long trip ended side road
joy,end table ymor watched mild amusement occasionally feeding one ravens scraps plate
fear,may th got summon appear court may th subject impregnanting school girl really feared standing court days time notice also embarassed due formal approach expected principal
joy,delighted learn advice sought present enterprise
anger,christmas holdidays wanted invite brother girlfriend child dinner said brother girlfriend would like come place dinner refused never mentioned never asked
neutral,grannie always tries stay fit healthy always making us kids eat proper foods
anger,colleague asked study could explain things perfectly expected reacted aggressive manner
neutral,focus free camera point press button
neutral,sure join
fear,nah ah nah ah nobody xa nah talk nobody xa bowy nah badda dan weeeee xa suckyuhmummapussyhole
joy,application studying masters degree accepted
sadness,failed exam
joy,selling used car
sadness,want get sad good
joy,dancing tavern atmosphere one waiting end world suddenly people began dancing wildly inspired band unbelievable experience wonderful even finns sometimes flare forget think others thinking delightful dance one heart content
joy,professor winston said thrilled see
anger,stopped saw look annoyance face
sadness,think short time live relate periods life think use short time
joy,honored thought ask
neutral,family record ancestors
sadness,sad heard cousin died bewitched husband second wife
joy,would normally push heart rate pulse already racing due alcohol dancing general party excitement increase noticeable normal
joy,months national service downgraded remaining months
neutral,yes yuan per month
joy,got record gift friend
joy,cranston repeated fighting hard control excitement voice
anger,bitter one tells worse joke
sadness,sorry many travelers tables booked day
fear,afraid dog ran crack fence train coming
sadness,close friend left
anger,one day riding bicycle path car coming opposite direction forced get bike although priority
fear,chatterton sound unduly worried prospect
fear,one seemed concerned museums temples culture art subjected indignities
anger,still feels miffed mystified manager kevin keegan discarded readily st james park premier league clubs willing hire lethal skills
neutral,oh yeah
sadness,make sense
anger,miss train late wait half hour next one
joy,delight sense wonder growth baby erratic interests pressed real enough
sadness,red underwear good
sadness,finding university give first priority qualified practioners clinical years go english lectures
joy,whether palace actually arranged drawing removed little doubt delighted rid
fear,school acted group next day promised take revenge
joy,picnic old classmates chatted played games
anger,believe would dishonest rude
sadness,heard death frantois truffaut french motion picture director radio planned go see last film
fear,one fears many things example one fears going dentist far concerned feeling connected examination session
sadness,finding girl like like
sadness,always get separated friends relatives home town
sadness,night outside drizzling rain everyone except hurried cab flower sellers disconsolate
neutral,calm
joy,fiancee travelled km visit seen months
joy,weary week letters phonecalls visitors younger sister came cheese card pocket money told working
fear,tigers left first half south alabama coach ronnie arrow calls another timeout told smell
fear,years old would usually come home school mother car first time take school bus mistook bus stop found two kilometres away lived scared wondering would get back home
anger,denied job person propsed giving political reasons nothing directly professional level
joy,waltz wonderfully well
joy,friend mine often difficulties parents child better relationship
anger,acquaintance mine beat another person reason thus showed power
fear,saw ghost
neutral,nose joint forgot invite party
joy,could make fortune said genuine amusement
fear,thing holding back
joy,sensed feeling understood admitted university home atmosphere still though full suspense tried different things telephone rang yes course situations felt similar feeling unmindful
joy,felt happy accepted university studies expected ill exams
anger,someone told secret told tell
neutral,really think make us fat act silly remember last time
anger,please explain makes sense girl routine complicated get shower get dressed brush teeth door half hour tops
sadness,sister like much asked favour refused flimsy reason time later felt sorry something like sadness
sadness,little depressed lately
joy,got accepted cal
joy,naturally excited getting championship back years said
fear,hello yes someone passed dongle ave nd street breathing pulse yes friend performing cpr ok thank sending ambulance let help
joy,got kind girlfriend hunting long time
joy,told girlfriend joke openly frankly
fear,soundplatinum thank much tonight truly blessing god give come
anger,great annoyance found jealous
joy,well pleased agreed
neutral,loves nitpick criticizes everything never anything right around
joy,article published
anger,know blake avoiding morning got talk deal mc kinsey food company
neutral,one
sadness,ashes ashes dust dust
joy,set fleeting glimpse leer pure delight simkin face
neutral,trying beat bush talk fruitless
neutral,oh fine kids seem grow quickly nowadays
anger,angry sister began talk nonsense laugh way swept room anger grew tried control telling leave alone vented anger obey
sadness,knew person liked much react way would like even knew feelings
fear,camping friend mine spent night forest could fall sleep could clearly hear noises outside steps approaching tent
sadness,aside fact jill quite capable carrying books glumness could easily due young lesbian forced suppress wishing jack would take stupid pick lines elsewhere
neutral,second language always difficult
joy,stood first exams earlier heard boys girls toppers first heard topped could believe
anger,physically fighting girlfriend walked room friends pushed cursed went find
fear,weak emotion despise
anger,agnes noted alarm pink flush suffusing dorothy face sure sign temper really thought loyal assistant every right cross circumstances
fear,long ago two friends mine got quite drunk one began rave influence alcohol felt fear could happened
fear,finding great difference china west science
sadness,sister bkoke leg
joy,ok take care nice journey
neutral,agree expect close relationship dishonest person people turn back need
fear,walking dark street noone around
joy,dancing well
fear,road car lorry bypassed us swerve almost got run
sadness,grief stricken mr ellis said yesterday nightmare
joy,great looking forward
sadness,end relationship years hurt person much
sadness,yes serious really sorry missing concert
sadness,know really feel like going guess feeling little homesick
fear,utter terrified well made ever want celebrate christmas middle earth
neutral,people think
anger,tell get get around
joy,birthday several good friends came visit
joy,making music together friend sounded good satisfied
sadness,boyfriend said want see anymore turned untrue
fear,thief entered house sleeping
joy,received letter friend missing
joy,heard selected university
fear,scared
joy,birth first child
fear,lumixgoals also increase wage bill sense bringing anyone message say yound talents
anger,oh goodness traffic crawling
sadness,heard girlfriend getting married another person felt sad day eat anything kept thinking day long
sadness,girl answer question concerning love put forward
fear,examination
joy,thank
anger,young became angry allowed stay night fair town
fear,toop oh god drunken disorderlyness sat night outrageous set nicely hope good one
anger,insulted people shop
joy,children born
sadness,determinedly put worries root cause despondency behind tried think cheerfully
joy,success mine real achievement
fear,studied medicine several semesters time developed great fear examinations afraid examination anatomy students examined dissecting able hear everything waiting fear turn
sadness,know always said love
anger,recently good friend called needed something never said please thank kind word
sadness,know mr douglas really sick
fear,interviewing gurl flipped tables questioning freakiest way ever rapist got mind raped ppl
fear,life either pick confidence david murphy
sadness,last september felt sad heard selected study university malawi
fear,false evidence appearing real quotes quote kktny ff follow kardashians kardashians kuwtk
fear,applicable
fear,testing new roller skates street suddenly dog ran barking direction threatening startled terribly upset
neutral,sure
neutral,boss
fear,harrassed gay suggestions physically beaten acting informal bouncer gay bar
sadness,went bar order ellie settled back seat rather sad light eyes watched
neutral,hey lydia reading
joy,mystic vision melted dazzling light omitted perfect love physical experience became unimportant heard saw words overcome egotism feeling joy remained month experience
sadness,walking old mining area unwittingly disturbed wallaby resultant flight accidentally fell deep mine shaft investigation seemed uninjured impossible wallaby get also get shaft prevent suffering slow death shot
anger,busking playing musical instruments underground annoyance passengers offence
neutral,fifty yuan
joy,passed mce examination first worried heard name joy heart arranged trip attend wedding ceremony
neutral,signs
fear,camping old broken hut lights brought along lamp working well door made strange sounds sure strange things happening terrifying bit many wardrobes hut everytime looked glass wardrobe felt objects behind whole night spent fear restlessness
fear,frightened go cellars might die
sadness,death relative friend someone esteem
neutral,ok stop time dance class
anger,shot look exasperation
anger,saw report news apartheid south africa
sadness,well become friends couple older boys band one night last weekend came home really late way past curfew
sadness,mr ross always look sad
fear,examination fealing learned enough
anger,trick really intolerable hid worried restless day saw really wanted slap one
anger,joined rest holiday much annoyance fellow passengers
sadness,know planned
neutral,tony bush
neutral,freeze
neutral,visa
anger,ring last night said would
neutral,damage
sadness,oh enjoy watching boxing television pity missed last night
anger,shared secret friend later turned revealed another person get along well
sadness,realized burden mother look us
neutral,chicken
sadness,friend girl went abroad two years
joy,received money father time completely broken
sadness,friend allowed go english lectures
fear,ar dad power went
neutral,engaged
joy,yesterday received history midterm felt overjoyed received previously
sadness,one good friends migrate america friendship developed quite well pity friendship would fade
fear,thought would scolded comment made made
anger,made statement people believe
joy,heard good movie
joy,gratification almost unbounded arriving belts murray found numerous new species new forms birds
anger,colleague rude understand subject discussing
sadness,yeah whole gpa screwed
sadness,anne sad death misses dolan much happening dwell
joy,excellent sounds like plan
fear,day nearly stabbed death ruffians wanted take money refused give money started running ran somebody else house save
fear,caught elevator got stuck floors
neutral,must demanding
joy,must prepared long time statistics presentation easy find right
sadness,oh forget
fear,mr carruthers said vast majority evidence acknowledged concerned mr mctear would able conclude testimony
anger,practical jessamy insisted annoyance
anger,ought worked harder failed exams take job study
neutral,plus
neutral,late
joy,maybe idea much one worth
fear,lo ga takut untuk mencintai yang lo takutin adalah tidak dicintai balik
sadness,sad saw beautiful girl attainable
joy,christmas approached excitement preparation began get
neutral,time flies
fear,certain night initiation
joy,oh much hetter
fear,yanto realised horror nearest man exit bar
joy,passed exam thought failed
anger,coach team degraded second team
sadness,implies express field worker moral commitment foreign hosts source much personal anguish heart searching
joy,planning marry
anger,certain friend tried push seat violent way apparent reason may excited something
fear,mother nervous illness
fear,friend gave lift met road block tried turn back officer shouted us stop friend took turn suddenly officer raised gun time gone
joy,delighted left house julia told margaret
joy,watching ers lose game game year year finally rewarded super bowl victory made extremely happy
neutral,excited
joy,linda thank wonderful christmas dinner really enjoyed
neutral,yes
joy,finding go english lectures
neutral,one letter several pronunciations one word several meanings
neutral,careful
joy,girlfriend gave feed back understood meant relationship turn even closer
anger,cooked engine father car actually fault fixed temperature gauge told finally got home absolutely screamed anger experienced injustice plus huge row developed
joy,please write soon get boston
joy,according elated opponents nuclear power
joy,offered place university full time student
sadness,beloved girlfriend got married another person
neutral,hope
neutral,tourist place amazing much bigger imagined much exciting much see
anger,opposition sam galbraith said particularly angry government reneging ballot subsidy
anger,mother father split angry felt deprived different children school
fear,believe lies look eyes please scared
anger,boy friend promised come home return midnight consumed lot alcohol
anger,friend told education nothing discussion friend failed th grade made angry used education argue
sadness,drink lot wine
joy,course certainly deserve put us
joy,however deaf education greenock faced crisis one able continue teach children one parent happy child taught sign language
joy,yeah really struggling whether give nice little car last one really like much
joy,thank hope see next year
fear,talk important person job
neutral,ok
fear,primary school accused boys love certain girl class shout beat girl matter reported headmaster
sadness,really spicy food favorite
neutral,need need zina either
sadness,part friends feel always sad time remember concrete example example parted friend mine feeling sad
anger,grateful advice
sadness,missed missed companionable secrecy relationship miserable
fear,wish could get lyrics drake tattoo body one big ass tattoo
joy,form secondary school elected school library assistant also leader catholic students felt joyous
joy,felt glad live went meeting knowledge techniques meditation connect essence human
fear,little concerned put much emphasis return work
anger,get smart right time
fear,hahaha got shot doctors nurse kill freaking much
anger,determined satisfaction seeing vexation said drily mention glad rush hour
joy,yes next march
fear,believe lies look eyes please scared
neutral,yes
sadness,left friends school break knowing would probably go separate ways none see one another long time
sadness,friends come see stayed several days got well left feeling emptyness
fear,first public appearance front rathe big audience
anger,husband still feels cross
sadness,saying goodbye airport boyfriend go school back east close together years
joy,think go visit museum worth seeing go square time
fear,paused stepping onto roof look horror face
sadness,received news laws passed away depended heavily guidance running daughter buisness
joy,amused smiles know alain done
fear,second plane trip ran unexpected turbulence
joy,standing front exquisite work art
anger,john smith understandably boiling anger tory refusal recall parliament
sadness,francis totally disconsolate added way fans came behind us best ever heard hope continues
joy,lucky
joy,making effort enter university found course school higher education compatible experience potentiality
joy,look behind us mountains reflecting pink
sadness,felt quite depressed
joy,welcome good time vacation
anger,angry bob buying new bike
neutral,feed
anger,share small flat friend birthday could see evening stay university day evening left lecture finished able buy flowers home called tell would stay night boyfriend
sadness,child unexpectedly started acting restless disturbing way school addition performance school weakened
sadness,suddenly found considered good friends care although could still felt unimportant deeply thought reason behind see responsible finally made mind decided expect much sad decided longer good friends
anger,city fans still livid clash bull led skipper steve walsh sending defeat molineux three weeks ago
joy,talking nice girl
joy,congratulations hope everything works
anger,suffered gynaecological illness quite displeased hear roommates talked misrepresented truth felt deeply hurt learned done good acquaintance mine
fear,davewright rmmanson gabburnssmith fraudsterboosh bob would like head come saturday morning
joy,fell love present girlfriend
sadness,well feel quite going miss japan months japan going miss much cause great time
sadness,grandparents sadness losing rather gaining grandchildren
joy,friend organized birthday party secretly happy much presents seemed care
joy,began dansing teacher came told good would soon get ballet academy
neutral,fine
neutral,well saturday cleaned house played tennis sunday hiked country
anger,informed flatmate moved flat expected us buy food separetely event actually happened months sharing began prior said nothing
neutral,yes face even ached icy wind
joy,oh hi barbara johnson nice meet
sadness,sorry dialed wrong number
sadness,afternoon received two messages informing one brother coma suffering kidney disease two uncle met accident way hospital see brother
neutral,believe look near lake
joy,stayed months without seeing mother holidays short home far times mother came see school joyful want go
neutral,weight
anger,emily kind report
anger,annoyance warm blush steadily creeping cheeks
anger,physical violence friend listen repeatedly tried warn avail result eight people pissed
fear,go home foot pass forest going alone
anger,leave alone
anger,know blabbermouth think john
joy,seen beyond excitement approached first book already visualised bookshelves
sadness,close friend mine get married weeks time father died heart attack knew well felt bad hearing death
fear,approaching exam time books got stolen panic thought would well enough considered economics quota cried lot help exam day came near strange fear gripped
fear,one day fierce looking man came house said father apologize however alone home
sadness,father died unexpectedly age years certainly would liked live longer also said confronted fact would die one day
anger,left examination enter university even though studied whole year made bad exam
sadness,seem terribly sad
anger,someone speeding forced slow pulled onto road proceeded abuse next set traffic lights
joy,getting top price football pools
fear,march market said opportunity courage missing factor strong
fear,night tweeps think worst wait exam results exams ahsjuniorsexams
fear,staying alone dark place
sadness,colleagues decided go saturday inviting decide either place time
joy,good idea bring music period
neutral,upset told leave weekend
neutral,right
joy,saw passed exam last chance lot stake
joy,day yesterday mother bought new pair shoes without asked told saw pair shoes felt like buying really liked shoes made feel mother cares
sadness,uh oh trouble
joy,believe would play good
joy,affairs girl love settled positively
joy,take young grandpas said linda amazed overjoyed idea still able get daughter news
joy,glad good relations colleagues party
joy,restaurant boyfriend saw best female friend seeing two weeks rejoyced hugged long talk
joy,really excited lots interest think places taken already
fear,infiltration lives illusion accept political solutions
joy,got drivers licence
neutral,oh steve stop bit nervous call
fear,harry little worried see water supply diminishing rapidly pleased lucy enjoying
sadness,close friend died
fear,first came cal went rally sproul later learned rally conducted moonie cult taking pictures rally afraid would circulate pictures kidnap people know cult worked scared
fear,realized living borrowed time nuclear holocaust appears come closer every day
anger,undeserved attitude toward man human personality treated decently
neutral,new
fear,recall scared near past
neutral,well certainly match criteria broad could apply anyone say
joy,busy day went back hostel closed door drink read favourite book bed suddenly felt peace joy
anger,found sister playing confidential things taken hand bag
sadness,cousin passed away holidays home fell ill night next day died evening
anger,quarrel father opinion decided authoritarian way tv program watch became angry started throwing things room
fear,brother bowel obstruction heard going surgery afraid might come back life hearing general anaesthesia
sadness,hard time job
sadness,feel tired time even wake morning find difficult work appetite
fear,walkin stairs afraid trip going
joy,boy admiring much asked go
joy,selected tiss
anger,angry feel like killing someone
fear,aaroncurry tells us sacrificed others tells us time worry future xa xa luke
joy,george drove past felt terrible anger replace elation
fear,inrepose could give url live stream
anger,shook head exasperated cynical
fear,night wife given birth twins felt fear hospital yard feared everything going order
joy,delighted john saturday say
joy,interrupted another hoarse gleeful chuckle
neutral,could move smoothly
joy,gleeful idea faber vaudeville production starred baritone singing bolovian ballads song blue baboon
fear,bitten friend dog later bit
sadness,finding best friend cannot go english lectures
sadness,failed one courses school university zambia
anger,whole crowd us went folklore festival instructor cast boyfriend played traveling us decided catch train leaved early morning business following day instructor tried get upper hand made us catch train spite everything time made angry
sadness,best friend chosen english lectures
fear,getting high balance lows scared
joy,yes many opportunities grow company long well
sadness,funeral friend years old killed hit run motorcycle accident
joy,cackled delighted queasy mixture plate hot brown coffee lapping pale wedge sugared pastry
fear,look make occasional crass sexual joke serious protests terrorists already
sadness,guinea pig ill couple days one evening came home enquired mother expression told died knees refused support began weep convulsively
sadness,nothing new experts spreading unwarranted alarm despondency
anger,oh talk last night awful evening ever
fear,feel dreadful though dreadful married colleague spent evening rubbing crotches men office
fear,veterans become increasingly alarmed incidence illness especially cancers amongst present tests
anger,well guys worked hard really beautiful
sadness,years old got cat days died sad nursed taken veterinary vain although short time liked much
joy,advertisers said delighted see many proposals reflected government approach
joy,matta gazing grin wider gleeful
fear,love love today
joy,christmas holidays met old friends seen six months
fear,one evening tramway afraid two drunk men molesting girlfriend
sadness,yes know sir sorry
anger,summer got fight one patrons theatre hit hit friend hit friend hit eachother
joy,seb reached burford state high excitement find superintending constable aplin london
anger,imagine waited first bus full waited second still crowded decided wait next one got second bus full stand one foot kidding
joy,benjamin nodded stared ostler trying calm excited horse
fear,football game made offence towards acquaintance later acquaintance also tackeled game became rude
sadness,sorry mr baker may take message
joy,right would travel city least week go shopping see friends would hate living country
anger,felt angry told selected go university
fear,sitting fsu chilling friends still waiting get acceptance letters colleges applied
sadness,first love successful
fear,one evening sisters brothers watching kid brother took big mirror reflected light french windows thought lights could see coming torches annd meant thieves outside
fear,think call um venting
fear,turned see four alarmed faces atmosphere thick unanswered questions walked
anger,sucks hate buying lingerie okay find something get alright fine oh come come
fear,crip walk rt christinerphant ecs pre party nervous digestive organs loalex starallo jmayshar
joy,christmas got know girl relationship could consolidate holiday therefore big surprise get carefully hand made present relationship grew closer
fear,aggie looked horrified caught sight horse dung hobnailed boots
neutral,company decided cancel trip hong kong
sadness,mother father separated brief separation together
joy,children watching tv peacefully annie saw bobbed head around door gave pleased gurgle started scramble
sadness,time sc exam position take exam studied seriously
neutral,tell tell secret
sadness,watched programme called living planet saw far reaching environmental destruction caused man
neutral,would think least could
neutral,hope formal one boss
sadness,hate tell seems every shred evidence would help us convict destroyed laboratory fire nothing left sorry
sadness,death guardian stayed grade six
neutral,copy family tree house love see
joy,thank think would good time
joy,pleased engagement told time ago good admitted tonight
sadness,organisation glum social consequences europe
joy,birth child
neutral,running around track college walking around track
fear,mother threatened thrushing stairs make comment
joy,fantastic thank
anger,friend pushed fallen window broke taken tthe principal office accused broken window
sadness,losing girlfriend made end relationship lost important source support certainty joyful moments cried intensly happened
sadness,closer university left home moved auckland seems left home especially family forever
joy,meeting family friends felt dear loved sharing gladness together birthday
anger,told several times never listened
fear,watching tv war movie felt strong fear death threat fear loosing people close
neutral,never
neutral,watered quite days
fear,one fellow students bunked field work attempt cover exposed though directly meet field work supervisor afraid consequences
neutral,sorry smoke
sadness,whenever read think way people treat animals nature
anger,yet still finds full frustration anger towards
sadness,lady cross family grief stricken attend trial
sadness,horse liked much taken away
sadness,getting job
joy,boyfriend made proposal
neutral,believe things realized daydreaming
joy,well thanks suggestions
neutral,never mind
anger,teased friend scoring good marks exams
joy,supposed ought feel apprehensive felt deep delight seemed natural thing world making way moonlight raynor
fear,thieves broke neighbour house later heard gunshots
joy,elder sister got married started pains abdomen told could children suprise baby months back
anger,thora strong supporter help aged highly indignant older people often treated differently moment become pensioners
neutral,gift
anger,foreign students playing loud music biology exam
neutral,face
joy,received message accepted school really wanted go
anger,think leave cell phone
sadness,nothing feel lonely city miss family
fear,bringing shopping nearly stood snake
fear,maria years parents concerned severe headbanging home
anger,insulted disgusting people
anger,grandmother brother taken active part resistance movement prison many times lost health became invalid phoned first aid nurse duty behaved quite unkindly understood old
sadness,afraid
fear,george felt anxious opportunity alone tamar chance warning groom
fear,tell truth really nervous dream last night interviewed three headed monster kept trying bite head oh wow palms sweaty thinking hope ms mendoza able hear teeth chattering hope get one piece
neutral,say
fear,camp went walk night lost way spent several hours looking camp
joy,evening sit talk dinner weekend try go beach hit nice restaurant go nice cafe
neutral,exam
fear,almost crashing car something could led great problems
anger,touch thermostat pay bills around
fear,dan dan dude come house right
joy,relating closest family
sadness,billy
sadness,already known get scholarship right
neutral,advisor
fear,boyfriend forgetting left house unlocked unfortunatly thief came stole kitchen utensils thereafter afraid consequences
anger,ever mention getting
fear,got lost foreign town know language country took hours meet friends
joy,two weeks
sadness,winning medal swimming contest
joy,sounds great willing could ask go dancing us excellent exercise fun
joy,three started walking followed excited crowd
joy,going hear country western singer tonight
fear,waiting marks difficult subject
joy,pleasure
anger,take jail sleigh christmas eve presents deliver rudolph prancer dancer get help
neutral,bye bye
joy,notified accepted psychology student
fear,paranoid paranoid cautious see dan guard time people invade privacy knew telemarketers solicitors even bank way much information like keep everything need know basis
sadness,suffer form disease muscles however cannot talk feelings consequence parents try repress
sadness,favourite horse died tried best save hopeless shot
joy,london irish women centre pleased announce irish language classes adults continue siobhan ni neill fridays starting feb
anger,know try manage
sadness,watching television midnight dear friend called saying father died accident
joy,absolutely delighted achieved set beginning week ensure ryder cup stayed side atlantic
fear,get lightheaded whenever show surgical procedures tv knees start hurt eyes squint stomach turns pussy
sadness,drew blank algebra test
fear,time threatened expulsion secondary school form four
anger,unfair
joy,wrote difficult exam one time secodary school results announced radio came second students hence felt joy
anger,holidays everybody knows hard get tickets
anger,slurp coffee plus hear shouting phone time
neutral,bogus feel stress work love life practically nonexistent zodiac stuff bunch nonsense
sadness,sadness emotion felt often recently remember concrete example describe general impression severl situations evoked feeling
sadness,good friend intimate relationship made clear want continue way choose girlfriend also friend mine
sadness,give yer pleaded disconsolate convener slapping jam butty
anger,faced writing essay want angry write essay angry time write good essay
fear,maori language oral test yeaterday although studied intensely examiners room blew nervous reply easily important got blankness
sadness,shame disgust asked resign sorority ashamed
sadness,depressing hear price goes higher higher
sadness,know handle first time know
anger,week school teacher sent note home saying son inattentive unable lessons
fear,poor little girls must frightened minds
neutral,wait sec
anger,friend promised would come place turn annoyed
joy,expressing delight appointed said one job hoped
joy,fun
joy,getting phone call old friend
anger,xmas holiday best friend secondary school planned meet cultural afternoon mt soche hotel missing long time asked mother permission told go good reason felt angry
joy,sure hobbies
sadness,nails became miserable anxiety
sadness,realized impossible free imagined could anything
joy,last genetics midterm decent grade
fear,worried everything chaotic
neutral,think right
fear,finding boy like love
sadness,women traditionally show grief men
sadness,john parsons nice saddened see former world humbled another comeback attempt age
joy,pleased uncle said finn loitering hot shaving water
joy,met girlfriend counted
joy,feel like trip florida gloomy day new york enjoy sunshine lying beaches florida
anger,everything everybody
fear,first day close dead body third year university school medicine
fear,oracle clearly becomes anxious demands know business
sadness,even could put excessive grief loss wife
sadness,understand sir bring doctor note tomorrow sorry mr douglas
neutral,back
joy,going see party
fear,nearly knocked cycling
neutral,ask walking invitation
joy,got first semester university
neutral,china
fear,got midterm exam results results average near lowest scared final exam
sadness,felt sad street kids queii square aotea square sniffing glue young went role performing clown
neutral,exactly
anger,eaten anything days able pay fine fianct stayed another town spent one thousand shillings restaurant time
fear,nearly gasped dismay shock shivered tummy
fear,alone house late pm heard noises sounded like someone trying get back door
neutral,much
anger,last night mr smith said mad programme especially barth
sadness,grand old man scottish mountains author tv star tom weir said sad plan
anger,house live new flatmate friends unfortunately dirt society intelligent fashionable rich bored party recently things like done house felt angry
joy,come often
anger,show performance last night kind friend
anger,friends tried discriminate friendship certain friends thought improper
anger,housing council asked city cut linden trees inhabitants lower floors would view sea
joy,professional musician still sensitive happy something loved
joy,enjoy oil painting learned one extra classes college
anger,one four directors company inherited land held family th generation democratic decision made stop close area mangroves
neutral,yeah heard lot really fun
neutral,feeling first came work period time feel better sure get used busy job
sadness,mother ill father home
fear,lateralliegator fear comes project scenarios future live abide unfolding present moment
joy,daughter gave solo dance performance poona big applause overjoyed
fear,someone tell forget rules looking ridiculous
sadness,looked sad
anger,unbearable walk home leaving
joy,thanks got back summer camp
neutral,korea
sadness,ill stay hospital period time
joy,qualified form one three pupils qualified form year
neutral,sometimes working weeks easy figure
sadness,went see result exam saw failed
fear,sleeping room woke middle night think could hear noises see shadows moving felt someone house
sadness,well exam
fear,cycling past parked car someone opened door nearly pushed bike traffic
sadness,long story basically thought laughed
joy,girl brought christian science home certain frightening kind excitement medicine like drink teetotaller otherwise found work harrowing repellent
anger,think ever heard rule rules would like tell
anger,serious argument dear person
neutral,right see later
joy,accepted third year former secondary school
sadness,got sacked today
sadness,apologize make sure
sadness,understand seems save money
sadness,dog seems anxious get harness indeed trip dogs always keen pull seem miserable tied night
fear,attending authorized demonstration police rushed brutally demonstrators without warning
anger,felt angry mother law handle daughter properly fell bed hurt head
sadness,sorry hear really looking forward spending time really enjoyed last chat
neutral,anyway theory people go around touting theories scientific rigor
sadness,yes sleep well every night
fear,woke open closet door monsters
joy,thank begin like english even child
anger,felt indignant casual assumption
sadness,good friend quitted behaved strange manner
joy,pleased low voice steady
fear,impact caused buck like frightened horse
joy,received unexpected engineering midterm study nearly much difficult test
joy,met dear friend mine long time expressed feelings usual way mutual scolding abusing complete understanding touching patting taking hand person etc
joy,comfortable place really problem happy see rain hold long
neutral,sure
sadness,fact husband good terms
anger,feel anger see parent beating punishing child street recently witness similar case
fear,dear pls watch game tonight stare every caps players like time froze food staring nhl
fear,almost walked snake
sadness,sorry sir prices fixed
joy,delighted able come along short notice
neutral,met
joy,happy get
fear,suddenly found lasr one leave anatomy room
neutral,knows
joy,selected university zambia
joy,pleased responded positively
sadness,depressed suffered great deal mental anguish
neutral,ok seems lot common
sadness,sad heard uncle passed away man supporting parents well
fear,wish everything life simple thank
joy,feel like going drink long day
anger,south korea cheating gold medals
anger,many latecomers especially afternoon wore furious find doors locked heard noon closure thinking day
joy,enjoyed excitement politics
fear,concerned learn shortfall standards want hear encounter problems
neutral,cute dose
sadness,sad leave persons intense relationship also leave environment part
fear,tonight terrifying experience laundry terrible going literally feel like crazy person
fear,money motivation keeps top petrified losing
anger,said cross
joy,yes
fear,tenn ole miss declined play sc next year
sadness,sure one turn miserable indeed
sadness,members requested committee sorrow work begun without permission passed county council
fear,husband spent night house area outskirts large town familiar heard strange noises outside house house glass walls whole thing even frightening
